tweet_id,category
1887488734221750653,diplomatic-relational
1887457893504413799,diplomatic-relational
1887455044787695902,digital-influential
1887204151265788317,diplomatic-relational
1887178072899694752,digital-influential
1887177240267374979,diplomatic-relational
1887176875165757533,unclassified
1887161031983575287,diplomatic-relational
1887098031931089203,diplomatic-relational
1887087766522970466,diplomatic-relational
1814956295134302255,digital-influential
1814955875141890260,diplomatic-relational
1814955568467001599,religious-referential
1814644905899086108,unclassified
1814618396597891126,diplomatic-relational
1814615871727247543,diplomatic-relational
1814613060063031638,diplomatic-relational
1814610314299658615,diplomatic-relational
1814605797038358755,diplomatic-relational
1814602998267416950,diplomatic-relational
1814598509619798347,diplomatic-relational
1814598507640025147,diplomatic-relational
1814387144510632143,diplomatic-relational
1808417342126190672,diplomatic-relational
1808396439501902325,unclassified
1808183807658389708,diplomatic-relational
1808183310830498054,diplomatic-relational
1808148771521351914,digital-influential
1808077504160170014,diplomatic-relational
1808073431302230071,digital-influential
1808073395071750448,digital-influential
1808073359785079288,digital-influential
1807809499136135206,diplomatic-relational
1801640626833821703,diplomatic-relational
1801639124094329010,diplomatic-relational
1801603176476319887,diplomatic-relational
1801603172672155995,diplomatic-relational
1801601254319096214,diplomatic-relational
1801595134821208229,religious-referential
1801595132044558568,diplomatic-relational
1801595125778252250,diplomatic-relational
1801594619051856347,religious-referential
1801594613548916907,digital-influential
1801580478459269442,diplomatic-relational
1801579120221945905,diplomatic-relational
1801577699472761181,diplomatic-relational
1801334996516339934,diplomatic-relational
1801334992041046141,diplomatic-relational
1801332932843377103,digital-influential
1801277866782458366,digital-influential
1801245024413532596,unclassified
1801227534987653326,diplomatic-relational
1801225008183661045,diplomatic-relational
1801220297242062933,diplomatic-relational
1801218674210058450,diplomatic-relational
1801218671156531571,diplomatic-relational
1801218667801121017,diplomatic-relational
1801212358661964033,diplomatic-relational
1801210044085612631,diplomatic-relational
1801210040583360781,unclassified
1801210037131489288,diplomatic-relational
1801207943049740479,diplomatic-relational
1792944347760951619,diplomatic-relational
1786361041095475260,diplomatic-relational
1786361037177999497,diplomatic-relational
1786331383750934997,unclassified
1786328394428301643,digital-influential
1786325646144119123,diplomatic-relational
1786322361093869912,religious-referential
1786319484203991081,unclassified
1786064606160736376,diplomatic-relational
1786063755576525192,diplomatic-relational
1786063528912126194,unclassified
1786033411531980894,digital-influential
1786027893178458260,diplomatic-relational
1786012945496867187,diplomatic-relational
1785976596706349159,digital-influential
1785971511649591440,diplomatic-relational
1785956934438277502,diplomatic-relational
1785955168078414149,unclassified
1785948591540072823,unclassified
1785947622030647730,diplomatic-relational
1785733860480655786,diplomatic-relational
1785733520809140585,digital-influential
1785732588952240224,diplomatic-relational
1785731113178046931,diplomatic-relational
1785697015239770271,religious-referential
1785694100894675433,diplomatic-relational
1785692995217465489,religious-referential
1779933238485553526,diplomatic-relational
1779925574426755403,diplomatic-relational
1779913582005600669,digital-influential
1779909397059113083,diplomatic-relational
1779905890948198886,diplomatic-relational
1779848704452702367,diplomatic-relational
1779848460545491437,diplomatic-relational
1779795274157670774,diplomatic-relational
1779777574022840586,diplomatic-relational
1779770475993772140,unclassified
1779770102969237711,unclassified
1779769612848038278,religious-referential
1779769160089600313,diplomatic-relational
1779434122953343440,diplomatic-relational
1779426189418864937,diplomatic-relational
1779422700668162327,diplomatic-relational
1779418014120595650,unclassified
1779413256710275383,unclassified
1779298458978918764,diplomatic-relational
1779260684569903162,unclassified
1779250797580083348,digital-influential
1779250795591942510,digital-influential
1779250793754837281,diplomatic-relational
1779108934852161780,unclassified
1779104112518303861,religious-referential
1779099213059465518,diplomatic-relational
1779096415769153674,diplomatic-relational
1779092103542239573,diplomatic-relational
1778780128337617063,digital-influential
1778777207143375314,diplomatic-relational
1778777203968225681,diplomatic-relational
1778767307465986513,digital-influential
1778751602767057004,diplomatic-relational
1778751600472834051,religious-referential
1778750700870090836,diplomatic-relational
1778746315180028053,digital-influential
1778743788388716651,religious-referential
1778737899401277587,diplomatic-relational
1778737691900674099,diplomatic-relational
1778725206506266656,diplomatic-relational
1771141465739071813,diplomatic-relational
1771141462362624454,diplomatic-relational
1771141458394759656,diplomatic-relational
1771141455261622589,diplomatic-relational
1771141452258480508,diplomatic-relational
1765460877652734208,diplomatic-relational
1765460875748458896,diplomatic-relational
1765415004117836225,diplomatic-relational
1765336485211894157,diplomatic-relational
1765332571951448086,diplomatic-relational
1765332038712787049,diplomatic-relational
1765330003300917662,unclassified
1765321039335080251,unclassified
1765314959712333905,diplomatic-relational
1765311471385239591,diplomatic-relational
1765303596885668124,diplomatic-relational
1765068002624717178,diplomatic-relational
1765066602012414021,diplomatic-relational
1765037672853045593,digital-influential
1765017553179386301,diplomatic-relational
1765011808773882309,digital-influential
1765007615187136908,digital-influential
1764980889027494100,diplomatic-relational
1764980886263513570,digital-influential
1764974862483746829,diplomatic-relational
1764974860080464319,diplomatic-relational
1764974855709925798,unclassified
1764972668548174083,religious-referential
1764972665968697828,unclassified
1764970361504837820,religious-referential
1764967970587967747,diplomatic-relational
1764967967878492520,diplomatic-relational
1764967961507324009,diplomatic-relational
1764952850956800439,religious-referential
1764716155443310734,diplomatic-relational
1764715558165975529,diplomatic-relational
1764662875295989882,diplomatic-relational
1764662870996926518,diplomatic-relational
1764643959932903630,diplomatic-relational
1764641384709992673,digital-influential
1764603375637746020,diplomatic-relational
1764597958912217223,diplomatic-relational
1764595165421822137,unclassified
1758139097825284305,digital-influential
1758136584409624966,diplomatic-relational
1758132552240656856,diplomatic-relational
1758105482386944004,diplomatic-relational
1758100778135249240,diplomatic-relational
1758097937949766038,unclassified
1758097934896304199,diplomatic-relational
1758091341332885545,diplomatic-relational
1758088386798096711,religious-referential
1758082989035073699,diplomatic-relational
1758071150083801374,digital-influential
1758065697899299260,unclassified
1758065694992671107,diplomatic-relational
1758056433394880781,digital-influential
1758051422191362294,diplomatic-relational
1758048973120495985,diplomatic-relational
1757793986339643400,diplomatic-relational
1757791473578266961,unclassified
1757791471535571088,digital-influential
1757788975945695465,diplomatic-relational
1757788972556636242,diplomatic-relational
1757788968890827201,digital-influential
1757786226768154856,diplomatic-relational
1757786223215616146,diplomatic-relational
1757783697334411742,digital-influential
1757781131796136371,diplomatic-relational
1757775877482393794,diplomatic-relational
1757770885971198065,diplomatic-relational
1757768181463077106,digital-influential
1757768177935700129,digital-influential
